name,email,date_of_birth,mobile_no,birthdate,above_18
Brandon Weber,Brandon_Weber@harmon.com,1992-02-14,58741,19920214,True
Thomas Hoover,Thomas_Hoover@schroeder.com,08/24/2004,398055,20040824,False
Michelle Jimenez,Michelle_Jimenez@hartman.com,07/25/1982,939279,19820725,True
Rebecca Davis,Rebecca_Davis@abbott.com,2011-10-20,84764295,20111020,False
Miranda Flynn,Miranda_Flynn@lee.com,05/14/1964,257685,19640514,True
Jennifer Perez,Jennifer_Perez@olsen.com,10/30/1976,622833,19761030,True
James Newton,James_Newton@jimenez.biz,10-08-2004,84097639,20041008,False
Peter Hernandez,Peter_Hernandez@stewart.info,03/31/1964,1291494,19640331,True
Nicholas Combs,Nicholas_Combs@walker.com,1967/12/31,6877165,19671231,True
Karen Wilson,Karen_Wilson@brown.org,01-02-2006,327375,20060102,False
Jenna Campbell,Jenna_Campbell@brady.com,1955/08/19,807951,19550819,True
Michelle Melendez,Michelle_Melendez@white.com,06/03/1988,71656,19880603,True
Andrew Gallagher,Andrew_Gallagher@frank.org,09/21/1960,19919923,19600921,True
Laura Ross,Laura_Ross@harris.com,1964-11-20,840411,19641120,True
Teresa Lindsey,Teresa_Lindsey@harvey.com,01-07-1967,7671098,19670107,True
James Frost,James_Frost@graves.biz,22-03-1956,30684495,19560322,True
Robert Jackson,Robert_Jackson@thomas.biz,04/09/1968,629799,19680409,True
John Norman,John_Norman@morris.com,05-06-1983,7819953,19830506,True
Alicia Anderson,Alicia_Anderson@hall.com,05/23/2013,18876547,20130523,False
Jason Chang,Jason_Chang@chambers.com,05/10/1986,533319,19860510,True
Laura Gray,Laura_Gray@fletcher.com,06/04/1998,6403090,19980604,True
Wanda Long,Wanda_Long@williamson-larsen.info,02/24/2016,49636,20160224,False
Sylvia Koch,Sylvia_Koch@lane.net,06/30/1998,45031,19980630,True
Melissa Higgins,Melissa_Higgins@hicks.com,1966-06-06,1210140,19660606,True
Eric Glover,Eric_Glover@lewis-welch.com,1964/12/29,764745,19641229,True
Daniel Cisneros,Daniel_Cisneros@lara.com,27-05-1983,8492730,19830527,True
Emily Graham,Emily_Graham@santos-rivera.biz,11/02/1974,40238535,19741102,True
Sherri Smith,Sherri_Smith@haas.com,11/28/1954,29016,19541128,True
William Smith,William_Smith@robinson.com,27-10-1963,70571,19631027,True
Terri Aguirre,Terri_Aguirre@myers-shepherd.biz,14-07-1984,889899,19840714,True
Natalie Haney,Natalie_Haney@buck.com,03-02-1986,180939,19860302,True
Casey Holder,Casey_Holder@schultz.com,2016-12-07,9841448,20161207,False
Lisa Duran,Lisa_Duran@page-oneill.com,19-01-2004,294525,20040119,False
David Smith,David_Smith@allen-brown.com,08/25/2005,30033195,20050825,False
Kyle Harvey,Kyle_Harvey@atkinson.biz,05/30/2006,1443996,20060530,False
Laura Wu,Laura_Wu@watson.org,1985/06/14,232989,19850614,True
Elijah Johnson,Elijah_Johnson@meyer.com,2017-05-24,1612374,20170524,False
Brittany Montgomery,Brittany_Montgomery@graham-barr.org,11/17/1973,729975,19731117,True
Aaron Mccarthy,Aaron_Mccarthy@villarreal-murphy.net,05/17/1982,7583514,19820517,True
Jacqueline Johnston,Jacqueline_Johnston@barr.com,02/20/1985,860493,19850220,True
Tina Wood,Tina_Wood@schultz.org,1999/08/24,51264359,19990824,True
Karen Duncan,Karen_Duncan@vasquez-garcia.com,02/25/1967,3862300,19670225,True
Nathan Warren,Nathan_Warren@sparks-guerra.org,04/07/1960,579087,19600407,True
Kenneth Brown,Kenneth_Brown@noble-walls.org,1950-09-26,9182433,19500926,True
Jill Cain,Jill_Cain@fitzgerald.com,2002/11/11,4744363,20021111,True
Robert Martinez,Robert_Martinez@cooper.com,23-11-2011,32312127,20111123,False
Peter Wilson,Peter_Wilson@jackson-hall.org,09/10/1960,57376,19600910,True
Kelsey Wiley,Kelsey_Wiley@barnes.com,11/30/2001,6480713,20011130,True
Eric Murray,Eric_Murray@lamb.com,1987-07-31,44121,19870731,True
Luke Estrada,Luke_Estrada@winters.info,08-12-2013,52986,20130812,False
Robert Clark,Robert_Clark@walker-graham.info,04/22/2007,29991,20070422,False
Kimberly Koch,Kimberly_Koch@hughes-fox.org,03/20/2016,5076821,20160320,False
Allison Frye,Allison_Frye@medina.com,1975/09/27,7651729,19750927,True
Krystal Owens,Krystal_Owens@andrade-garcia.com,1993-04-17,671757,19930417,True
Denise Ferguson,Denise_Ferguson@snyder.biz,09/01/2012,91626,20120901,False
Crystal Alexander,Crystal_Alexander@johnson.info,1987-06-20,84096,19870620,True
Henry Cummings,Henry_Cummings@guzman.com,2011/07/01,92988543,20110701,False
Lori Morgan,Lori_Morgan@turner.biz,06/07/1974,7468567,19740607,True
Donald Barton,Donald_Barton@ellis.com,07-12-1952,32376,19520712,True
Austin Rosales,Austin_Rosales@howe.org,11/16/2001,852015,20011116,True
Kathy White,Kathy_White@wang.info,2000/06/15,91622367,20000615,True
Kimberly Preston,Kimberly_Preston@cole.info,14-01-2016,210963,20160114,False
John Hudson,John_Hudson@ayers.com,2014-08-31,85905239,20140831,False
Don Ryan,Don_Ryan@koch.com,1951/05/29,1728553,19510529,True
Sarah Morgan,Sarah_Morgan@nolan.info,2003/02/19,3716056,20030219,False
Samuel Patel,Samuel_Patel@villa-johnson.com,30-05-2014,381279,20140530,False
Robert Wilson,Robert_Wilson@fuller.org,1955/03/05,9910566,19550305,True
Megan Aguilar,Megan_Aguilar@mitchell.com,1958-01-19,2143128,19580119,True
Jonathan Green,Jonathan_Green@weiss.biz,1952/11/28,584649,19521128,True
Jacob Tate,Jacob_Tate@nash-cowan.info,04/23/1991,36261,19910423,True
Trevor Brown,Trevor_Brown@stokes.info,1969/10/30,45715591,19691030,True
Kristine Barker,Kristine_Barker@parrish.com,1975-11-06,51866,19751106,True
Cameron Brown,Cameron_Brown@jones-adams.org,03-09-2001,7404076,20010309,True
Lauren Taylor,Lauren_Taylor@mccoy.info,08-06-2015,4077221,20150806,False
Brandon Murphy,Brandon_Murphy@luna.info,1955/04/09,33155895,19550409,True
Paul Ward,Paul_Ward@sanchez-larsen.org,09/08/1955,19119523,19550908,True
Cynthia Ward,Cynthia_Ward@burns.com,21-03-1968,42746,19680321,True
Stephen Roberts,Stephen_Roberts@rodriguez.com,2013/03/15,868311,20130315,False
Victor Rivera,Victor_Rivera@chavez.biz,01-09-2004,4885658,20040109,False
Ryan Olsen,Ryan_Olsen@blankenship.com,2012/04/19,864729,20120419,False
Alejandra Jones,Alejandra_Jones@williams-smith.net,18-09-1968,6885152,19680918,True
Cheyenne Miranda,Cheyenne_Miranda@contreras.info,1971/06/01,59901,19710601,True
Courtney Maxwell,Courtney_Maxwell@hunt.com,04/14/1975,16416,19750414,True
Lindsay Acosta,Lindsay_Acosta@nichols.com,23-03-1988,5642204,19880323,True
Katrina Perry,Katrina_Perry@frye-keller.com,03/28/1995,897579,19950328,True
Bailey Johnson,Bailey_Johnson@brooks.org,2009-12-08,699579,20091208,False
Glenda Woods,Glenda_Woods@williams.biz,10/07/1981,419637,19811007,True
Doris Meyer,Doris_Meyer@sullivan.org,1972-09-02,22782935,19720902,True
Tyler Parker,Tyler_Parker@sheppard.org,1954/12/02,29910975,19541202,True
Julie Hernandez,Julie_Hernandez@fisher.com,03/23/1971,69296,19710323,True
Nicole Kim,Nicole_Kim@schultz-brown.com,02-04-1990,3035068,19900204,True
John Benitez,John_Benitez@campbell.com,1967/06/06,374733,19670606,True
Dustin Thomas,Dustin_Thomas@tran-rice.biz,06/14/1967,930309,19670614,True
Sheri Carter,Sheri_Carter@bryant.com,1956-08-07,505437,19560807,True
Ryan Davis,Ryan_Davis@buck.org,1964/03/24,878517,19640324,True
Shelby Kaufman,Shelby_Kaufman@weiss.net,2014-10-16,27523551,20141016,False
Kyle Morales,Kyle_Morales@perry.info,13-11-1999,32120287,19991113,True
Nicole Johnson,Nicole_Johnson@boone.net,1977-04-13,858435,19770413,True
Casey Johnston,Casey_Johnston@wood.com,2010/03/29,9740158,20100329,False
Sean Adams,Sean_Adams@brown.com,19-05-1973,5731370,19730519,True
Joel Lee,Joel_Lee@hurley.com,2003-06-09,9454964,20030609,False
Mark Williams,Mark_Williams@watkins.net,14-06-1971,41621,19710614,True
Joseph Bartlett,Joseph_Bartlett@campbell.net,1985-06-17,5644605,19850617,True
Debra Wilson,Debra_Wilson@patel.org,09/22/1995,189381,19950922,True
Megan Sullivan,Megan_Sullivan@miller-ryan.org,1955/02/23,31498887,19550223,True
Jake Davis,Jake_Davis@landry-morgan.net,07/11/2008,67399355,20080711,False
Timothy Russell,Timothy_Russell@bird-mclean.net,1995/07/03,549165,19950703,True
Meagan Robinson,Meagan_Robinson@sanchez.net,1951-09-17,133935,19510917,True
Scott Sandoval,Scott_Sandoval@campbell.com,10/20/1971,50811,19711020,True
Jeremy Hunter,Jeremy_Hunter@alexander-smith.com,11/19/1953,34301,19531119,True
Monica Lloyd,Monica_Lloyd@schneider.info,25-02-1961,52106,19610225,True
Ryan Scott,Ryan_Scott@wilson.info,2007/02/22,5654706,20070222,False
Heidi Brown,Heidi_Brown@foster-jones.com,06/06/2004,12594379,20040606,False
Rebecca Castillo,Rebecca_Castillo@summers-ward.com,1952/02/06,34261,19520206,True
Terri Cox,Terri_Cox@swanson.com,11/04/1955,375789,19551104,True
Timothy Smith,Timothy_Smith@patton-rose.com,2016/06/16,28316,20160616,False
Molly Coleman,Molly_Coleman@santiago.com,01-06-1981,1441567,19810106,True
Katherine Brown,Katherine_Brown@stephens-mckenzie.com,09/07/1959,793929,19590907,True
Kyle Dalton,Kyle_Dalton@haley-foster.com,06/04/2007,91866,20070604,False
Haley Oconnor,Haley_Oconnor@crawford.com,2014-09-27,14381,20140927,False
Janet Tate,Janet_Tate@moore-carter.com,12/15/2003,9535387,20031215,False
Timothy Collins,Timothy_Collins@browning.info,03/12/1980,138771,19800312,True
Michael Marks,Michael_Marks@brown-vargas.net,1968-02-16,99066,19680216,True
Maria Day,Maria_Day@miller.info,23-03-2007,76181,20070323,False
Jason Trujillo,Jason_Trujillo@strong.com,1968/05/05,671493,19680505,True
Kristin Parker,Kristin_Parker@ramirez.com,08/17/1967,7962459,19670817,True
Megan Livingston,Megan_Livingston@perry-castillo.com,1980-07-14,498783,19800714,True
Joshua Ellis,Joshua_Ellis@gonzalez.biz,1996-02-26,26531367,19960226,True
Ann Fuentes,Ann_Fuentes@lane.info,05/03/1990,6965176,19900503,True
Briana Vega,Briana_Vega@potter-gomez.biz,1965-08-28,45994079,19650828,True
Kathryn Jackson,Kathryn_Jackson@hill.biz,2002/12/23,3857456,20021223,True
Mary Galloway,Mary_Galloway@nelson-estrada.biz,2013-03-31,4843791,20130331,False
Lorraine Lee,Lorraine_Lee@wolfe.com,1976-05-12,73736,19760512,True
Laura Benjamin,Laura_Benjamin@sloan-blair.org,21-02-1952,164673,19520221,True
Jennifer Collier,Jennifer_Collier@fischer.org,08-12-2009,497685,20090812,False
Lisa Ramirez,Lisa_Ramirez@duncan.net,25-10-1986,148737,19861025,True
Angel Hill,Angel_Hill@wilson.com,16-09-2013,6452167,20130916,False
Connor Rivas,Connor_Rivas@romero-bryant.com,29-01-1987,342897,19870129,True
Ashley Carter,Ashley_Carter@matthews-terrell.com,06/23/1953,77236,19530623,True
William Gay,William_Gay@mendez.com,1978-02-10,506637,19780210,True
Joshua Sanchez,Joshua_Sanchez@boyle.info,09-06-1975,46686,19750906,True
Nicole Moon,Nicole_Moon@schmidt.com,02/12/1963,6606776,19630212,True
Kayla Wilson,Kayla_Wilson@rivera.biz,1963-11-26,7831111,19631126,True
Brett Brown,Brett_Brown@mcdaniel.com,1962-04-22,5040603,19620422,True
Thomas Williams,Thomas_Williams@espinoza.net,1978-10-24,6551399,19781024,True
Kristin Rosales,Kristin_Rosales@rogers.com,02/26/1993,50381,19930226,True
Jennifer Cruz,Jennifer_Cruz@simmons.net,2014-11-24,92301,20141124,False
Amanda Chandler,Amanda_Chandler@stone.net,01-07-1989,963927,19890107,True
Taylor Lopez,Taylor_Lopez@mendez.info,1984-12-31,3416715,19841231,True
Tyler Jones,Tyler_Jones@hanson-stephens.com,11/29/2012,8799155,20121129,False
Derek Walker,Derek_Walker@brown.com,13-08-2015,589203,20150813,False
Lauren Chase,Lauren_Chase@jenkins.com,1955-03-16,633891,19550316,True
Dean Rice,Dean_Rice@swanson.biz,1988/06/28,1194516,19880628,True
Brenda Boyer,Brenda_Boyer@wells.com,1982-12-11,57961,19821211,True
Melissa Jordan,Melissa_Jordan@lucas-carson.com,12/15/1970,287037,19701215,True
Brianna Valentine,Brianna_Valentine@martinez.com,2001-05-03,8602553,20010503,True
Richard White,Richard_White@osborne.com,05/31/2005,55232275,20050531,False
Steven Paul,Steven_Paul@green.biz,11-09-1983,929295,19831109,True
Jessica Peck,Jessica_Peck@martin.net,1951/01/20,8410900,19510120,True
Christopher Hughes,Christopher_Hughes@copeland.com,2002/04/25,652203,20020425,True
Nancy Rodriguez,Nancy_Rodriguez@bennett.com,02-04-1981,362865,19810204,True
Stacy Robles,Stacy_Robles@jones-cross.com,11/02/2002,74166,20021102,True
Robert Bray,Robert_Bray@walker.com,11/28/2016,3320150,20161128,False
Kelly Schmitt,Kelly_Schmitt@james-aguirre.com,2015-04-18,81157223,20150418,False
Charles Butler,Charles_Butler@melendez.info,10/20/2002,563649,20021020,True
Emily Shaw,Emily_Shaw@jones.org,1976-10-14,98436,19761014,True
Anne Dixon,Anne_Dixon@rogers-hudson.com,14-07-1987,183981,19870714,True
Joan White,Joan_White@sullivan.net,1994-03-04,6119569,19940304,True
Darren Mcfarland,Darren_Mcfarland@thompson-roberts.com,07/10/1977,721875,19770710,True
Tammy Lane,Tammy_Lane@wood-davis.com,03/15/2012,78786,20120315,False
Duane Smith,Duane_Smith@schmidt.com,14-02-2000,47411,20000214,True
Jessica Clark,Jessica_Clark@livingston.biz,1982-12-17,56001455,19821217,True
Jeremy Miller,Jeremy_Miller@newman.net,12/29/1972,5657744,19721229,True
Alexandra Blackwell,Alexandra_Blackwell@mcclain-walsh.org,11/09/1967,8402234,19671109,True
Brian Best,Brian_Best@peters.com,1950-12-10,7831566,19501210,True
Mary Reynolds,Mary_Reynolds@pierce.biz,2007-11-19,37171047,20071119,False
Valerie Armstrong,Valerie_Armstrong@anderson.com,2014/03/29,931329,20140329,False
Joseph Gray,Joseph_Gray@mclaughlin.com,2004-08-20,5385612,20040820,False
Jennifer Dominguez,Jennifer_Dominguez@underwood-sawyer.com,1979-06-13,9336104,19790613,True
Heather Rodriguez,Heather_Rodriguez@eaton.com,29-11-2006,98696,20061129,False
Curtis Valdez,Curtis_Valdez@summers.com,11/27/1967,9286432,19671127,True
Jeffrey Edwards,Jeffrey_Edwards@small.com,02/04/1956,9884785,19560204,True
John Schmidt,John_Schmidt@adkins.net,05/24/1973,54366,19730524,True
Roberto Adams,Roberto_Adams@lynch.com,10/19/1972,61751,19721019,True
Ian Vargas,Ian_Vargas@atkins.info,1955-11-20,4321052,19551120,True
Breanna Merritt,Breanna_Merritt@butler.info,2017-02-27,218613,20170227,False
Sherry Smith,Sherry_Smith@brooks.com,1963-08-15,217047,19630815,True
Gabriel Short,Gabriel_Short@fitzgerald-atkinson.org,09-01-1986,93491919,19860901,True
Jessica Bailey,Jessica_Bailey@huynh-rose.com,31-07-1955,5558260,19550731,True
Patrick Johns,Patrick_Johns@taylor.com,1968-01-15,77001,19680115,True
Timothy Massey,Timothy_Massey@green-williams.com,1986/09/03,428133,19860903,True
Yolanda White,Yolanda_White@powell.biz,16-04-1995,97631,19950416,True
George Long,George_Long@long-martin.com,1981-07-31,98386,19810731,True
Danielle Wilson,Danielle_Wilson@dean.com,12/29/1993,38121,19931229,True
Michele Page,Michele_Page@kirby-martin.biz,1959/09/12,9329370,19590912,True
Benjamin Smith,Benjamin_Smith@chase.info,24-02-1959,875847,19590224,True
Michael Farrell,Michael_Farrell@miller-snyder.com,1987/01/14,65366,19870114,True
Richard Gibson,Richard_Gibson@calhoun.org,1952/02/10,98861,19520210,True
Stephanie Chambers,Stephanie_Chambers@park-hendrix.info,03-04-1979,9500527,19790304,True
Daniel Rice,Daniel_Rice@bell.com,12-06-1957,415359,19571206,True
Ashley Chase,Ashley_Chase@owen-gillespie.com,26-11-1982,733761,19821126,True
Carlos Rangel,Carlos_Rangel@long-wilson.biz,1983/12/24,17181,19831224,True
Lindsey Castillo,Lindsey_Castillo@white.com,2004-10-16,30681,20041016,False
Scott Johnson,Scott_Johnson@sawyer-hood.info,1988/09/18,14521,19880918,True
Sharon Hicks,Sharon_Hicks@mcintosh-hart.com,1965/01/29,1689710,19650129,True
Ashlee Oconnell,Ashlee_Oconnell@mann.com,1997-05-06,92516,19970506,True
Amy Parker,Amy_Parker@mclaughlin-kent.com,11/17/1956,99836,19561117,True
John Wright,John_Wright@kim.org,1960-03-09,184065,19600309,True
Denise Davis,Denise_Davis@hogan.net,12-04-2012,8625184,20121204,False
Beth Peck,Beth_Peck@smith.info,11/22/2000,963183,20001122,True
Steve Ellis,Steve_Ellis@barton.info,1965-12-13,55567535,19651213,True
Stacey Reed,Stacey_Reed@molina-harper.net,04-02-1990,53126,19900402,True
Christine Scott,Christine_Scott@miller.com,1974/09/02,80791,19740902,True
Sarah Rios,Sarah_Rios@winters.org,1969-12-23,77288975,19691223,True
Crystal Stout,Crystal_Stout@garcia.com,2016/04/25,737439,20160425,False
Matthew Lyons,Matthew_Lyons@sullivan.info,02/27/1951,30961,19510227,True
Colleen Davis,Colleen_Davis@taylor.com,2008/06/29,3336341,20080629,False
Shannon Miller,Shannon_Miller@holloway.com,2017/03/15,189153,20170315,False
Yvonne Kirk,Yvonne_Kirk@morris.biz,1966-07-28,1550991,19660728,True
Daniel Johnson,Daniel_Johnson@alvarez.com,06/01/1967,343311,19670601,True
Alexander Stewart,Alexander_Stewart@santos.com,2007-07-25,244815,20070725,False
Linda Gibson,Linda_Gibson@roberts.com,1983/01/15,350295,19830115,True
Gwendolyn Lane,Gwendolyn_Lane@higgins.biz,1955-09-28,82893815,19550928,True
Andrew Brewer,Andrew_Brewer@green.info,1991-08-10,655509,19910810,True
Lisa Hooper,Lisa_Hooper@carroll-holt.org,2003-01-04,890391,20030104,False
Ashley Montes,Ashley_Montes@pace.com,09/23/1978,813975,19780923,True
Margaret Medina,Margaret_Medina@stewart.info,04/29/1954,543801,19540429,True
Ian Thomas,Ian_Thomas@montgomery-snyder.com,07-06-1995,4465973,19950706,True
Christopher Smith,Christopher_Smith@martinez-bradley.biz,1972-01-28,45772799,19720128,True
Victoria Jones,Victoria_Jones@camacho.org,03/10/1981,60715727,19810310,True
Mark Frederick,Mark_Frederick@freeman-jackson.com,11-01-1999,40081,19991101,True
Joshua Atkinson,Joshua_Atkinson@salazar.com,1993/10/24,266391,19931024,True
Russell Coleman,Russell_Coleman@reid-miller.net,12/23/1985,8075565,19851223,True
Michelle Roberts,Michelle_Roberts@salazar-mccann.org,31-10-1963,343155,19631031,True
Dan Reynolds,Dan_Reynolds@hendrix-english.net,1977-05-07,4379404,19770507,True
Tim Robinson,Tim_Robinson@grimes.net,05/16/1972,639711,19720516,True
Shawn Sanders,Shawn_Sanders@gutierrez.info,1956-06-03,61271,19560603,True
Carol White,Carol_White@flores-kim.com,18-07-1978,25291,19780718,True
Dawn Clark,Dawn_Clark@ibarra.net,14-12-1971,484455,19711214,True
Francisco Vasquez,Francisco_Vasquez@moreno-sheppard.com,29-07-1970,70171,19700729,True
Andre West,Andre_West@herrera-rowe.biz,1957-11-17,11479343,19571117,True
William Brown,William_Brown@ross.com,2014/09/28,32566,20140928,False
Ashley Davidson,Ashley_Davidson@gaines.org,10/31/2009,70886,20091031,False
Audrey Wilson,Audrey_Wilson@alexander-martinez.com,26-01-1967,871611,19670126,True
Joseph Long,Joseph_Long@williams.net,1988-10-24,2899289,19881024,True
John Smith,John_Smith@butler.com,1989/12/13,5249742,19891213,True
John Sloan,John_Sloan@henderson.com,21-12-2010,99716,20101221,False
Linda Evans,Linda_Evans@stokes-novak.com,09-03-1971,28941,19710903,True
Tammy Brown,Tammy_Brown@bright.com,1980-03-29,16491,19800329,True
Mary Stevens,Mary_Stevens@cummings-caldwell.com,09/23/1953,2447915,19530923,True
Wendy Grimes,Wendy_Grimes@williams.com,11/09/2014,185025,20141109,False
Anthony Howe,Anthony_Howe@waters.com,1978-12-01,461925,19781201,True
Collin Velazquez,Collin_Velazquez@craig-whitaker.com,30-12-1960,35086,19601230,True
Michael Dudley,Michael_Dudley@wilkerson.com,04/10/2002,81161,20020410,True
Michelle Guzman,Michelle_Guzman@mccarthy.biz,16-05-2000,844911,20000516,True
Kevin Benitez,Kevin_Benitez@edwards.net,2013-11-18,19746447,20131118,False
Amanda Nichols,Amanda_Nichols@owens.info,1995-09-28,747699,19950928,True
Michael Hall,Michael_Hall@johnson.biz,1957-06-16,41115111,19570616,True
Marcus Villarreal,Marcus_Villarreal@parsons-rogers.info,12/28/1956,25199927,19561228,True
Jessica Fleming,Jessica_Fleming@green.com,28-05-2012,17299023,20120528,False
Keith Avila,Keith_Avila@cole.com,07/15/1978,96281,19780715,True
Kelly Lopez,Kelly_Lopez@shelton.com,11/04/2016,407565,20161104,False
Natasha Lee,Natasha_Lee@aguilar.com,25-06-1950,168717,19500625,True
Shane Gonzales,Shane_Gonzales@reid.biz,06/17/2016,88971,20160617,False
Jill Brown,Jill_Brown@anderson.com,15-12-1979,15981,19791215,True
Nicole Jacobs,Nicole_Jacobs@alexander.biz,11/13/1980,26026,19801113,True
Tanya Harris,Tanya_Harris@ponce.info,09/11/1951,43711,19510911,True
Diane Mcgee,Diane_Mcgee@martinez.com,1961-05-25,67266,19610525,True
